45,5,4,5,5,3,Red
64,5,5,5,3,4,Blue
52,5,3,5,2,1,Red
45,5,3,2,2,4,Blue
45,5,1,2,1,4,Yellow
53,5,4,4,3,3,Green
45,3,3,4,5,2,Yellow
45,4,3,4,2,3,Red
45,5,5,5,1,1,Yellow
45,5,1,2,1,4,Yellow
55,2,4,5,3,2,Green
45,4,3,4,2,3,Red
45,5,5,5,1,1,Yellow
45,4,4,4,3,3,Yellow
45,4,4,4,3,3,Yellow
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
64,5,5,5,3,4,Blue
